1048576,32,0,100,17279,599,42201,1205,61284
1048576,32,0,100,17309,153,41347,943,59752
1048576,32,0,100,17188,258,41499,1167,60112
1048576,32,0,100,18098,186,41716,970,60970
1048576,32,0,100,16961,153,41224,938,59276
1048576,32,0,100,22323,474,41573,1644,66014
1048576,32,0,100,23249,253,41506,1246,66254
1048576,32,0,100,17756,381,41365,1408,60910
1048576,32,0,100,17074,143,41037,994,59248
1048576,32,0,100,17764,329,41072,931,60096
1048576,64,0,100,17527,184,33898,918,52527
1048576,64,0,100,18843,422,34118,1422,54805
1048576,64,0,100,22932,639,34369,1228,59168
1048576,64,0,100,17562,321,33934,1196,53013
1048576,64,0,100,16946,363,33705,896,51910
1048576,64,0,100,18111,150,33647,925,52833
1048576,64,0,100,17137,155,33665,961,51918
1048576,64,0,100,18902,190,34078,1000,54170
1048576,64,0,100,18642,230,34083,1256,54211
1048576,64,0,100,24590,524,34581,1551,61246
1048576,128,0,100,18733,165,33949,986,53833
1048576,128,0,100,17905,322,33909,1338,53474
1048576,128,0,100,23233,255,34524,962,58974
1048576,128,0,100,18529,196,33809,1112,53646
1048576,128,0,100,17865,160,34297,1052,53374
1048576,128,0,100,18437,210,33808,1124,53579
1048576,128,0,100,18120,173,34008,1019,53320
1048576,128,0,100,18147,641,34078,993,53859
1048576,128,0,100,21212,607,34470,945,57234
1048576,128,0,100,17314,156,33881,1070,52421
1048576,256,0,100,17952,237,34438,921,53548
1048576,256,0,100,17945,235,34409,965,53554
1048576,256,0,100,17295,157,34131,1147,52730
1048576,256,0,100,18058,323,34107,1036,53524
1048576,256,0,100,18043,262,34158,969,53432
1048576,256,0,100,17352,288,34177,1015,52832
1048576,256,0,100,17997,272,36855,928,56052
1048576,256,0,100,17978,159,34240,910,53287
1048576,256,0,100,17049,442,34353,1027,52871
1048576,256,0,100,17487,185,34037,1086,52795
1048576,512,0,100,18180,825,36850,948,56803
1048576,512,0,100,17575,259,38279,1411,57524
1048576,512,0,100,19079,244,36849,1168,57340
1048576,512,0,100,17617,159,36687,921,55384
1048576,512,0,100,16779,241,36475,1140,54635
1048576,512,0,100,17031,151,36422,931,54535
1048576,512,0,100,17543,236,37320,1608,56707
1048576,512,0,100,18231,266,36411,1017,55925
1048576,512,0,100,17634,167,36473,1287,55561
1048576,512,0,100,18713,201,36647,1187,56748
1048576,1024,0,100,21378,224,39903,918,62423
1048576,1024,0,100,16877,149,38386,1067,56479
1048576,1024,0,100,16955,188,38555,1075,56773
1048576,1024,0,100,17213,337,38600,946,57096
1048576,1024,0,100,17617,180,38638,1093,57528
1048576,1024,0,100,17274,159,39059,1038,57530
1048576,1024,0,100,17546,159,38587,1419,57711
1048576,1024,0,100,17225,146,38509,1283,57163
1048576,1024,0,100,17749,314,38711,946,57720
1048576,1024,0,100,17105,148,38588,1320,57161
1048576,24,0,100,17028,220,53361,997,71606
1048576,24,0,100,17695,266,53342,1445,72748
1048576,24,0,100,17548,182,53689,2250,73669
1048576,24,0,100,17771,149,53470,1387,72777
1048576,24,0,100,16856,153,53258,1126,71393
1048576,24,0,100,18015,195,53897,902,73009
1048576,24,0,100,17862,309,53418,940,72529
1048576,24,0,100,17211,442,53214,937,71804
1048576,24,0,100,17524,177,53199,912,71812
1048576,24,0,100,17138,318,53196,1154,71806
1048576,48,0,100,17644,147,44770,950,63511
1048576,48,0,100,16783,286,44672,1267,63008
1048576,48,0,100,17333,228,44787,1318,63666
1048576,48,0,100,16936,168,44780,877,62761
1048576,48,0,100,17287,345,44925,1044,63601
1048576,48,0,100,17139,551,44904,1022,63616
1048576,48,0,100,19275,453,45160,1929,66817
1048576,48,0,100,16924,160,44902,907,62893
1048576,48,0,100,19264,272,44910,1334,65780
1048576,48,0,100,17659,297,44764,964,63684
1048576,96,0,100,18527,630,34185,1018,54360
1048576,96,0,100,18337,158,33995,952,53442
1048576,96,0,100,18984,175,34215,1005,54379
1048576,96,0,100,20072,192,33906,967,55137
1048576,96,0,100,17291,223,33905,1113,52532
1048576,96,0,100,17405,218,33695,1068,52386
1048576,96,0,100,18080,228,34333,1012,53653
1048576,96,0,100,17296,154,33859,1119,52428
1048576,96,0,100,18136,380,34675,1124,54315
1048576,96,0,100,17640,161,34079,1317,53197
1048576,192,0,100,16790,167,33939,1111,52007
1048576,192,0,100,18654,148,34408,1212,54422
1048576,192,0,100,17043,150,34109,1318,52620
1048576,192,0,100,15891,217,34093,1328,51529
1048576,192,0,100,17050,269,34142,1163,52624
1048576,192,0,100,17137,232,33919,965,52253
1048576,192,0,100,17284,235,34459,1024,53002
1048576,192,0,100,16788,143,34136,1069,52136
1048576,192,0,100,16040,197,34021,1233,51491
1048576,192,0,100,17127,171,34032,1256,52586
1048576,384,0,100,17479,224,34752,947,53402
1048576,384,0,100,16793,151,34693,884,52521
1048576,384,0,100,22676,208,35191,1027,59102
1048576,384,0,100,19594,157,35136,1239,56126
1048576,384,0,100,17092,581,34676,1177,53526
1048576,384,0,100,17687,294,34945,1191,54117
1048576,384,0,100,18000,263,34829,934,54026
1048576,384,0,100,18003,280,34767,1263,54313
1048576,384,0,100,17305,239,34725,870,53139
1048576,384,0,100,17315,163,34714,943,53135
1048576,768,0,100,17455,235,44887,966,63543
1048576,768,0,100,20575,341,45281,1113,67310
1048576,768,0,100,17171,153,45725,1053,64102
1048576,768,0,100,19104,1014,45895,1097,67110
1048576,768,0,100,17891,166,44694,1050,63801
1048576,768,0,100,18068,177,44880,1223,64348
1048576,768,0,100,16785,241,44565,1391,62982
1048576,768,0,100,17442,325,44477,1716,63960
1048576,768,0,100,17718,156,44432,1081,63387
1048576,768,0,100,18654,406,45058,1081,65199
